# index, name, family, order, is_pollinator, _pos
1209,Fragaria virginiana illinoensis,Rosaceae,,0,"array([4.2891175 , 0.91475045])"
1210,Bombomelecta thoracica,Melectidae,Hymenoptera,1,"array([4.92843539, 0.75249107])"
1211,Frasera carolinensis,Gentianaceae,,0,"array([4.52000803, 0.44167489])"
1212,Fraxinus americanus,Oleaceae,,0,"array([4.9460508 , 0.36154099])"
1213,Galium aperine,Rubiaceae,,0,"array([5.10919408, 0.76538194])"
1214,Galium trifidum,Rubiaceae,,0,"array([3.56634588, 1.222391  ])"
1215,Pipiza pubescens,Syrphidae,Diptera,1,"array([2.88160431, 1.65027153])"
1216,Gaura biennis,Onagraceae,,0,"array([4.46947963, 0.37914723])"
1217,Gentiana andrewsii,Gentianaceae,,0,"array([ 3.99656452, -0.1518727 ])"
1218,Gentiana puberula,Gentianaceae,,0,"array([4.98284515, 0.14542417])"
1219,Geranium carolinianum,Geraniaceae,,0,"array([4.19150499, 1.01640574])"
1220,Geranium maculatum,Geraniaceae,,0,"array([4.45381106, 0.81921916])"
1221,Monilosmia canadensis,Megachilidae,Hymenoptera,1,"array([4.87914473, 0.79576521])"
1222,Ptilandrena g. maculati,Andrenidae,Hymenoptera,1,"array([4.67445473, 1.14816949])"
1223,Ptilandrena polemonii,Andrenidae,Hymenoptera,1,"array([4.95363058, 0.93540631])"
1224,Gerardia auriculata,Scrophulariaceae,,0,"array([4.3585148 , 0.25539728])"
1225,Gerardia grandiflora,Scrophulariaceae,,0,"array([4.48647847, 0.6207365 ])"
1226,Gerardia purpurea,Scrophulariaceae,,0,"array([4.32170421, 0.06577273])"
1227,Gerardia tenuifolia,Scrophulariaceae,,0,"array([4.31414981, 0.34123291])"
1228,Pyrota mylabrina,Meloidae,Coleoptera,1,"array([ 4.69956225, -0.31352907])"
1229,Geum canadense,Rosaceae,,0,"array([3.88363701, 0.89645123])"
1230,Geum vernum,Rosaceae,,0,"array([4.28658762, 0.97946726])"
1231,Gillenia stipulacea,Rosaceae,,0,"array([4.45045318, 0.63815992])"
1232,Leucosmia albiventria,Megachilidae,Hymenoptera,1,"array([5.16168373, 0.41866292])"
1233,Gleditsia triacanthos,Leguminosae,,0,"array([4.4838152 , 1.03957474])"
1234,Myiolepta varipes,Syrphidae,Diptera,1,"array([5.22541583, 1.22147379])"
1235,Gnaphalium polycephalum,Compositae,,0,"array([3.74291505, 0.71415866])"
1236,Frontina archippivora,Tachinidae,Diptera,1,"array([3.41334544e+00, 2.68764862e-04])"
1237,Leionotus molestus,Eumenidae,Hymenoptera,1,"array([3.50271352, 0.21672889])"
1238,Pompiloides subviolaceus,Pompilidae,Hymenoptera,1,"array([3.43790628, 1.11415083])"
1239,Gonolobus laevis,Asclepiadaceae,,0,"array([3.97957143, 0.75492912])"
1240,Paralictus cephalicus,Halictidae,Hymenoptera,1,"array([4.72643597, 0.97871139])"
1241,Gratiola virginiana,Scrophulariaceae,,0,"array([4.95309278, 0.5851708 ])"
1242,Gymnocladus dioica,Leguminosae,,0,"array([4.72671906, 0.35839181])"
1243,Habenaria leucophaea,Onagraceae,,0,"array([ 9.28674941, -2.13777986])"
1244,Chaerocampa tersa,Sphingidae,Lepidoptera,1,"array([ 9.31912159, -2.00266789])"
1245,Hedeoma pulegioides,Labiatae,,0,"array([4.08116072, 1.09944308])"
1246,Helenium autumnale,Compositae,,0,"array([4.05663682, 0.34035571])"
1247,Euschistus fissilis,Pentatomidae,Hemiptera,1,"array([ 4.01941254, -0.49897254])"
1248,Helianthus annuus,Compositae,,0,"array([4.16370053, 0.45840504])"
1249,Eristalis brousi,Syrphidae,Diptera,1,"array([ 4.58553263, -0.18869776])"
1250,Helianthus divaricatus,Compositae,,0,"array([4.0184558 , 0.31615391])"
1251,Anthrax palliata,Bombyliidae,Diptera,1,"array([ 4.19291563, -0.48436101])"
1252,Coelioxys alternata,Megachilidae,Hymenoptera,1,"array([3.9583659 , 0.05993763])"
1253,Coelioxys germana,Megachilidae,Hymenoptera,1,"array([3.92938911, 0.1672037 ])"
1254,Halictoides marginatus,Dufoureidae,Hymenoptera,1,"array([ 4.0386311 , -0.11106311])"
1255,Pseudopanurgus labrosus,Panurgidae,Hymenoptera,1,"array([ 3.88550766, -0.14158117])"
1256,Triepeolus simplex,Epeolidae,Hymenoptera,1,"array([4.06346985, 0.06054679])"
1257,Helianthus grosse-serratus,Compositae,,0,"array([4.01080251, 0.37992139])"
1258,Melissodes pallida,Euceridae,Hymenoptera,1,"array([ 4.15092094, -0.41410775])"
1259,Triepeolus helianthi,Epeolidae,Hymenoptera,1,"array([ 3.84714  , -0.1026204])"
1260,Helianthus laetiflorus,Compositae,,0,"array([4.05678674, 0.45614156])"
1261,Helianthus mollis,Compositae,,0,"array([4.12850277, 0.32951475])"
1262,Helianthus scaberrimus,Compositae,,0,"array([4.06790066, 0.15065526])"
1263,Helianthus strumosus,Compositae,,0,"array([4.06567681, 0.21384512])"
1264,Helianthus tuberosus,Compositae,,0,"array([3.97656196, 0.39254683])"
1265,Eupsyche m-album,Lycaenidae,Lepidoptera,1,"array([3.73997611, 1.16884312])"
1266,Trypeta finalis,Trypetidae,Diptera,1,"array([ 4.23808813, -0.34428252])"
1267,Heliopsis helianthoides,Compositae,,0,"array([4.09419584, 0.39869392])"
1268,Holcopasites heliopsis,Pasitidae,Hymenoptera,1,"array([ 4.47226348, -0.33576818])"
1269,Hepatica acutiloba,Ranunculaceae,,0,"array([4.46009379, 1.00997683])"
1270,Heracleum lanatum,Umbelliferae,,0,"array([3.83593718, 1.14458241])"
1271,Anoplius virginiensis,Pompilidae,Hymenoptera,1,"array([3.58805791, 1.62942088])"
1272,Anthrenus castaneae,Dermestidae,Coleoptera,1,"array([3.51293957, 1.65954043])"
1273,Bibio albipennis,Bibionidae,Diptera,1,"array([3.94645644, 0.79382971])"
1274,Blepharipeza leucophrys,Tachinidae,Diptera,1,"array([3.32252561, 1.50328664])"
1275,Brachycoma sarcophagina,Tachinidae,Diptera,1,"array([4.10360693, 1.79054321])"
1276,Ceria abbreviata,Syrphidae,Diptera,1,"array([4.04227015, 1.54517452])"
1277,Chrysops indus,Tabanidae,Diptera,1,"array([3.06182047, 1.24266686])"
1278,Corphyra labiata,Anthicidae,Coleoptera,1,"array([3.42340758, 1.66446491])"
1279,Criorhina decora,Syrphidae,Diptera,1,"array([4.1702255 , 1.52637528])"
1280,Cryptomeigenia theutis,Tachinidae,Diptera,1,"array([3.23760952, 1.28897784])"
1281,Dilophus obesulus,Bibionidae,Diptera,1,"array([3.8105884 , 1.55260396])"
1282,Dolerus aprilis,Tenthredinidae,Hymenoptera,1,"array([3.95920431, 1.86177311])"
1283,Elasmus nigripes,Chalcididae,Hymenoptera,1,"array([3.2912008 , 1.43279181])"
1284,Eucoila mellipes,Figitidae,Hymenoptera,1,"array([3.14112244, 1.2444127 ])"
1285,Gymnochaeta alcedo,Tachinidae,Diptera,1,"array([3.49803226, 1.75625121])"
1286,Haltichella ornata,Chalcididae,Hymenoptera,1,"array([3.34565221, 1.45270091])"
1287,Hilarella aristalis,Tachinidae,Diptera,1,"array([3.27156435, 1.14660065])"
1288,Hyalomyodes triangulifera,Tachinidae,Diptera,1,"array([4.45009765, 1.57230148])"
1289,Hyalurgus johnsoni,Tachinidae,Diptera,1,"array([3.7939376 , 1.89725079])"
1290,Ichneumon funestus,Ichneumonidae,Hymenoptera,1,"array([3.94236635, 1.67029308])"
1291,Ichneumon longulus,Ichneumonidae,Hymenoptera,1,"array([3.06754642, 1.42838634])"
1292,Lampronota americana,Ichneumonidae,Hymenoptera,1,"array([3.18504143, 1.03052791])"
1293,Leionotus megaera,Eumenidae,Hymenoptera,1,"array([3.97575761, 0.42312618])"
1294,Lophocrabro singularis,Crabronidae,Hymenoptera,1,"array([3.24179206, 1.08787265])"
1295,Machaeris illinoensis,Halictidae,Hymenoptera,1,"array([4.01845014, 1.82541825])"
1296,Mallota posticata,Syrphidae,Diptera,1,"array([4.18072235, 1.30507902])"
1297,Metopius terminalis,Ichneumonidae,Hymenoptera,1,"array([3.92780452, 1.56307044])"
1298,Microbracon tortricicola,Braconidae,Hymenoptera,1,"array([4.05072997, 1.92563628])"
1299,Phorantha robertsonii,Tachinidae,Diptera,1,"array([3.30480899, 1.62600786])"
1300,Phygadeuon vulgaris,Ichneumonidae,Hymenoptera,1,"array([3.24649908, 1.60653528])"
1301,Phytocoris scrupeus,Capsidae,Hemiptera,1,"array([3.47384935, 1.60865045])"
1302,Pipiza festiva,Syrphidae,Diptera,1,"array([3.53387753, 1.60215031])"
1303,Polidea americana,Tachinidae,Diptera,1,"array([3.66659425, 1.87265699])"
1304,Porizon conotracheli,Ichneumonidae,Hymenoptera,1,"array([3.62617157, 1.70572953])"
1305,Psammochares scelestus,Pompilidae,Hymenoptera,1,"array([4.59741302, 1.47122347])"
1306,Rhamphomyia fumosa,Empididae,Diptera,1,"array([3.36879521, 1.63097817])"
1307,Rhamphomyia rava,Empididae,Diptera,1,"array([3.56445106, 1.7595041 ])"
1308,Rhopalum pedicellatum,Crabronidae,Hymenoptera,1,"array([3.40869148, 1.73305123])"
1309,Sarcophaga aldrichi,Sarcophagidae,Diptera,1,"array([3.72515009, 1.89455525])"
1310,Sarcophaga dux sarracenioides,Sarcophagidae,Diptera,1,"array([3.52499532, 1.80740311])"
1311,Sarcophaga impar,Sarcophagidae,Diptera,1,"array([4.71771742, 0.72020494])"
1312,Sarcophaga utilis,Sarcophagidae,Diptera,1,"array([3.60329833, 1.89000687])"
1313,Sciara inconstans,Mycetophilidae,Diptera,1,"array([3.30392711, 1.68829835])"
1314,Sphecodes heraclei,Halictidae,Hymenoptera,1,"array([3.34606028, 1.06365139])"
1315,Stratiomyia apicula,Stratiomyidae,Diptera,1,"array([3.69588707, 1.42532037])"
1316,Stratiomyia discalis,Stratiomyidae,Diptera,1,"array([4.46905424, 1.61841042])"
1317,Sturmia fraudulenta,Tachinidae,Diptera,1,"array([3.66606311, 1.81795743])"
1318,Tachydromia pusilla,Empididae,Diptera,1,"array([4.17655535, 1.63737574])"
1319,Temnostoma trifasciata,Syrphidae,Diptera,1,"array([4.30197043, 1.52130834])"
1320,Tiphia inornata,Tiphiidae,Hymenoptera,1,"array([3.60705131, 1.55902482])"
1321,Tiphia vulgaris,Tiphiidae,Hymenoptera,1,"array([3.51028873, 1.34374726])"
1322,Trogus vulpinus,Ichneumonidae,Hymenoptera,1,"array([3.56802543, 1.68271901])"
1323,Tryphon affinis,Ichneumonidae,Hymenoptera,1,"array([3.08690723, 1.00646375])"
1324,Xylota bicolor,Syrphidae,Diptera,1,"array([3.14588009, 0.62204176])"
1325,Heuchera hispida,Saxifragaceae,,0,"array([3.91934071, 0.43003671])"
1326,Colletes oligolege,Colletidae,Hymenoptera,1,"array([ 4.23012189, -0.01113863])"
1327,Hibiscus lasiocarpos,Lythraceae,,0,"array([4.30515048, 0.17040645])"
1328,Hibiscus militaris,Lythraceae,,0,"array([ 4.63820947, -0.12545541])"
1329,Hibiscus trionum,Lythraceae,,0,"array([4.49739509, 0.20629803])"
1330,Houstonia purpurea calycosa,Rubiaceae,,0,"array([4.13348675, 0.69671761])"
1331,Hybanthus concolor,Violaceae,,0,"array([5.02277041, 0.67186757])"
1332,Hydrangea arborescens,Saxifragaceae,,0,"array([4.00106607, 1.02822949])"
1333,Harrisina americana,Pyromorphidae,Lepidoptera,1,"array([3.77648941, 1.64461063])"
1334,Typocerus velutinus,Cerambycidae,Coleoptera,1,"array([3.93227977, 1.61780401])"
1335,Hydrophyllum appendiculatum,Hydrophyllaceae,,0,"array([4.4136531 , 0.81689291])"
1336,Amblyscirtes samoset,Hesperiidae,Lepidoptera,1,"array([5.14922147, 0.87315857])"
1337,Criorhina intersistens,Syrphidae,Diptera,1,"array([5.18396794, 0.78614236])"
1338,Hylemyia inornata,Anthomyidae,Diptera,1,"array([4.59201108, 1.01686477])"
1339,Xylota chalybea,Syrphidae,Diptera,1,"array([4.82560106, 0.92680652])"
1340,Hydrophyllum virginianum,Hydrophyllaceae,,0,"array([4.47223429, 0.77290972])"
1341,Hypericum ascyron,Hypericeae,,0,"array([4.84711896, 0.31196913])"
1342,Hypericum cistifolium,Hypericeae,,0,"array([4.62127517, 0.32314055])"
1343,Hypericum punctatum,Hypericeae,,0,"array([4.72872428, 0.49150486])"
1344,Hypoxis hirsuta,Amaryllidaceae,,0,"array([4.37887594, 0.89208974])"
1345,Ilysanthes dubia,Scrophulariaceae,,0,"array([4.40344381, 0.50032678])"
1346,Impatiens biflora,Balsaminaceae,,0,"array([4.37707922, 0.37937748])"
1347,Impatiens pallida,Balsaminaceae,,0,"array([4.64645868, 0.40278537])"
1348,Ipomoea hederacea,Convolvulaceae,,0,"array([4.74050165, 0.17797803])"
1349,Ipomoea pandurata,Convolvulaceae,,0,"array([4.44211003, 0.12629928])"
1350,Cemolobus ipomoeae,Euceridae,Hymenoptera,1,"array([ 4.81857531, -0.41424505])"
1351,Cemolobus oligolege,Euceridae,Hymenoptera,1,"array([ 4.72553453, -0.46485142])"
1352,Sphinx eremitus,Sphingidae,Lepidoptera,1,"array([ 4.89610609, -0.34817642])"
1353,Ipomoea purpurea,Convolvulaceae,,0,"array([4.71725452, 0.06645201])"
1354,Iris hexagona,Iridaceae,,0,"array([4.88183241, 0.41616398])"
1355,Iris versicolor,Iridaceae,,0,"array([4.45870897, 0.59430427])"
1356,Isopyrum biternatum,Ranunculaceae,,0,"array([4.32577451, 0.99091605])"
1357,Krigia amplexicaulis,Compositae,,0,"array([4.16869764, 0.79336229])"
1358,Languria mozardi,Erotylidae,Coleoptera,1,"array([3.34746299, 0.92000704])"
1359,Pterandrena krigiana,Andrenidae,Hymenoptera,1,"array([5.01901445, 0.89058585])"
1360,Lactuca canadensis,Compositae,,0,"array([ 4.08967697, -0.46405449])"
1361,Lactuca floridana,Compositae,,0,"array([4.1735787 , 0.50532567])"
1362,Lantana camara,Verbebaceae,,0,"array([4.55000789, 0.39844709])"
1363,Lappula virginiana,Boraginaceae,,0,"array([4.54730694, 0.8662354 ])"
1364,Leonurus cardiaca,Labiatae,,0,"array([4.43440776, 0.74533138])"
1365,Lepachys pinnata,Compositae,,0,"array([3.95026923, 0.36724963])"
1366,Entomognathus texanus,Crabronidae,Hymenoptera,1,"array([ 3.72739697, -0.45121759])"
1367,Epimelissodes illinoensis,Euceridae,Hymenoptera,1,"array([ 3.69677764, -0.01170791])"
1368,Pterochilus 5-fasciatus,Eumenidae,Hymenoptera,1,"array([3.79439188, 0.08665197])"
1369,Lepidium virginicum,Cruciferae,,0,"array([3.93470931, 0.96525041])"
1370,Lespedeza capitata,Leguminosae,,0,"array([4.4040491 , 0.09364847])"
1371,Lespedeza procumbens,Leguminosae,,0,"array([4.36959105, 0.48912442])"
1372,Lespedeza virginica,Leguminosae,,0,"array([4.12480166, 0.29069212])"
1373,Liatris pycnostachya,Compositae,,0,"array([4.14209206, 0.36119698])"
1374,Liatris scariosa,Compositae,,0,"array([4.19086754, 0.2096539 ])"
1375,Lilium superbum,Liliaceae,,0,"array([ 4.40895515, -0.01313782])"
1376,Linaria vulgaris,Scrophulariaceae,,0,"array([4.42562683, 0.39458257])"
1377,Liparis liliifolia,Onagraceae,,0,"array([3.53610507, 2.27800104])"
1378,Hylemyia juvenalis,Anthomyidae,Diptera,1,"array([3.40728943, 2.71716026])"
1379,Lippia lanceolata,Verbebaceae,,0,"array([4.02463876, 0.6406737 ])"
1380,Lithospermum canescens,Boraginaceae,,0,"array([4.49356516, 0.67258687])"
1381,Tetralonia illinoensis,Euceridae,Hymenoptera,1,"array([5.20790909, 0.50415576])"
1382,Lobelia cardinalis,Liliaceae,,0,"array([4.6124314 , 0.43077479])"
1383,Lobelia cardinalis x siphilitica,Liliaceae,,0,"array([4.85917114, 0.10624528])"
1384,Lobelia inflata,Liliaceae,,0,"array([4.77378614, 0.87189118])"
1385,Lobelia leptostachys,Liliaceae,,0,"array([4.2943724 , 0.39161956])"
1386,Lobelia siphilitica,Liliaceae,,0,"array([4.47100323, 0.42005383])"
1387,Lobelia spicata,Liliaceae,,0,"array([4.4630596 , 0.50205609])"
1388,Lonicera sempervirens,Caprifoliaceae,,0,"array([5.13535568, 0.01398717])"
1389,Lonicera sullivantii,Caprifoliaceae,,0,"array([4.76311085, 0.69576674])"
1390,Ludvigia alternifolia,Onagraceae,,0,"array([4.02547522, 0.7883424 ])"
1391,Ludvigia polycarpa,Onagraceae,,0,"array([3.79080077, 0.91418695])"
1392,Lycopus americanus,Labiatae,,0,"array([3.8578544 , 0.61670583])"
1393,Distichona auriceps,Tachinidae,Diptera,1,"array([3.32500737, 0.05029346])"
1394,Lythrum alatum,Lythraceae,,0,"array([4.13488614, 0.45352196])"
1395,Malva rotundifolia,Lythraceae,,0,"array([4.18624666, 0.81592033])"
1396,Marrubium vulgare,Labiatae,,0,"array([4.51023958, 0.39449613])"
1397,Martynia louisiana,Pedaliaceae,,0,"array([4.85610132, 0.01520682])"
1398,Melanthium virginicum,Liliaceae,,0,"array([3.72202649, 1.034991  ])"
1399,Melilotus alba,Leguminosae,,0,"array([3.8557782 , 0.66075054])"
1400,Mentha arvensis,Labiatae,,0,"array([3.80280678, 0.46971094])"
1401,Mertensia virginica,Boraginaceae,,0,"array([4.61102073, 0.66968446])"
1402,Teuchocnemis lituratus,Syrphidae,Diptera,1,"array([5.29861955, 0.54074923])"
1403,Mimulus alatus,Scrophulariaceae,,0,"array([ 4.78425716, -0.06629992])"
1404,Mimulus ringens,Scrophulariaceae,,0,"array([4.81462551, 0.24121057])"
1405,Mollugo verticillata,Aizoaceae,,0,"array([4.09937643, 1.1880127 ])"
1406,Scladonia fasciata,Halictidae,Hymenoptera,1,"array([4.73102207, 1.6748704 ])"
1407,Monarda bradburiana,Labiatae,,0,"array([4.32927008, 0.60597294])"
1408,Monarda fistulosa,Labiatae,,0,"array([4.22361016, 0.38505001])"
1409,Systogaster biannulata,Conopidae,Diptera,1,"array([ 4.58551569, -0.31582136])"
1410,Myosotis virginica,Boraginaceae,,0,"array([4.79991551, 0.48264897])"
1411,Myosurus minimus,Ranunculaceae,,0,"array([3.8503126 , 1.66302145])"
1412,Nelumbo lutea,Nymphaeaceae,,0,"array([3.94506252, 0.57869468])"
1413,Hippodamea 13-punctata,Coccinellidae,Coleoptera,1,"array([ 3.77089473, -0.21434645])"
1414,Notiphila unicolor,Ephydridae,Diptera,1,"array([3.38010039, 0.03407603])"
1415,Nepeta cataria,Labiatae,,0,"array([4.09174986, 0.58145864])"
1416,Nepeta hederacea,Labiatae,,0,"array([4.55333556, 0.57738552])"
1417,Bombus pennsylvanicus,Bombidae,Hymenoptera,1,"array([5.2366107 , 0.33177825])"
1418,Nothoscordum bivalve,Liliaceae,,0,"array([4.58330672, 0.84225693])"
1419,Andrena nothoscordi,Andrenidae,Hymenoptera,1,"array([5.31164902, 0.85846252])"
1420,Andrena oligolege,Andrenidae,Hymenoptera,1,"array([5.29776391, 0.76310714])"
1421,Nymphaea advena,Nymphaeaceae,,0,"array([ 4.24562964, -0.65803847])"
1422,Oenothera biennis,Onagraceae,,0,"array([4.35669595, 0.16243602])"
1423,Oenothera fruticosa,Onagraceae,,0,"array([4.25998872, 0.64230972])"
1424,Orchis spectabilis,Onagraceae,,0,"array([4.74962943, 0.24925225])"
1425,Orobanche uniflora,Onagraceae,,0,"array([4.9377776 , 0.09641792])"
1426,Osmorrhiza longistylis,Umbelliferae,,0,"array([4.27698881, 1.0818929 ])"
1427,Chilosia cyanescens,Syrphidae,Diptera,1,"array([4.55601346, 1.67608313])"
1428,Chyliza apicalis,Psilidae,Diptera,1,"array([4.86678518, 1.55372646])"
1429,Siphonella oscinina,Oscinidae,Diptera,1,"array([4.46577238, 1.7125955 ])"
1430,Sphegina campanulata,Syrphidae,Diptera,1,"array([4.69840015, 1.71554422])"
1431,Oxalis corniculata,Oxalidaceae,,0,"array([4.35401745, 0.7502961 ])"
1432,Oxalis stricta,Oxalidaceae,,0,"array([4.27953075, 0.43350539])"
1433,Oxalis violacea,Onagraceae,,0,"array([4.43210283, 0.78660324])"
1434,Oxypolis rigidior,Umbelliferae,,0,"array([3.45202542, 0.98084701])"
1435,Agathis areolata,Braconidae,Hymenoptera,1,"array([3.00599415, 0.81986564])"
1436,Apanteles crassicornis,Braconidae,Hymenoptera,1,"array([2.8189623 , 1.38954335])"
1437,Aspicera albihirta,Figitidae,Hymenoptera,1,"array([3.13462546, 1.44752045])"
1438,Bruchus cruentatus,Bruchidae,Coleoptera,1,"array([3.41617921, 1.49262599])"
1439,Chalarus spurius,Pipunculidae,Diptera,1,"array([2.73248355, 1.40920692])"
1440,Chrysopa plorabunda,Chrysopidae,Neuroptera,1,"array([3.10325636, 1.38676655])"
1441,Corticaria distinguenda,Latridiidae,Coleoptera,1,"array([2.65241244, 1.1738202 ])"
1442,Cothonaspis stigmata,Figitidae,Hymenoptera,1,"array([2.85656408, 1.45337421])"
1443,Euaresta bella,Trypetidae,Diptera,1,"array([2.6267513 , 1.10540451])"
1444,Eutrichosoma mirabilis,Chalcididae,Hymenoptera,1,"array([2.61802799, 1.01860195])"
1445,Figites impatiens,Figitidae,Hymenoptera,1,"array([3.00967418, 1.18781426])"
1446,Hippodamea convergens,Coccinellidae,Coleoptera,1,"array([3.21860804, 1.44263316])"
1447,Hypostena indecisa,Tachinidae,Diptera,1,"array([2.65400848, 1.24654831])"
1448,Leucopis nigricornis,Agromyzidae,Diptera,1,"array([3.33853159, 1.30739161])"
1449,Lispa consanguinea,Anthomyidae,Diptera,1,"array([2.72024748, 1.25996859])"
1450,Luperaltica fuscula,Chrysomelidae,Coleoptera,1,"array([2.69121656, 1.32620122])"
1451,Macrodyctium apicatus,Braconidae,Hymenoptera,1,"array([2.76531095, 1.34811472])"
1452,Microdus simillimus,Braconidae,Hymenoptera,1,"array([3.77200344, 1.24430579])"
1453,Microplitis croceipes,Braconidae,Hymenoptera,1,"array([2.68796069, 1.05447669])"
1454,Microplitis gortynae,Braconidae,Hymenoptera,1,"array([3.18556369, 1.48548704])"
1455,Monogonogastra fuscipennis,Braconidae,Hymenoptera,1,"array([2.70612732, 1.12215273])"
1456,Myrmosa unicolor,Myrmosidae,Hymenoptera,1,"array([2.78800544, 1.46890334])"
1457,Ochthera lauta,Ephydridae,Diptera,1,"array([3.0622104, 1.0704057])"
1458,Opius fuscipennis,Braconidae,Hymenoptera,1,"array([2.78078154, 1.2858086 ])"
1459,Perilampus hyalinus,Chalcididae,Hymenoptera,1,"array([2.63973121, 0.90933834])"
1460,Plagiognathus obscurus,Capsidae,Hemiptera,1,"array([3.52164288, 1.45320466])"
1461,Pyrota germari,Meloidae,Coleoptera,1,"array([2.72972379, 1.19130519])"
1462,Triphleps insidiosus,Acanthiidae,Hemiptera,1,"array([2.98507737, 1.1165139 ])"
1463,Urosigalphus femoratus,Braconidae,Hymenoptera,1,"array([2.67446886, 0.97325406])"
1464,Panicum virgatum,Gramineae (anemophilous),,0,"array([4.94165009, 0.99269497])"
1465,Parthenium integrifolium,Compositae,,0,"array([3.77573696, 0.83872382])"
1466,Vipio robertsonii,Braconidae,Hymenoptera,1,"array([3.39139175, 1.25335713])"
1467,Passiflora lutea,Passifloraceae,,0,"array([3.83235406, 0.16487313])"
1468,Anthemurgus passiflorae,Panurgidae,Hymenoptera,1,"array([ 3.81634508, -0.57672972])"
1469,Pastinaca sativa,Umbelliferae,,0,"array([3.65582051, 1.18794126])"
1470,Agrilus difficilis,Buprestidae,Coleoptera,1,"array([3.1292972 , 1.77876903])"
1471,Agrilus egenus,Buprestidae,Coleoptera,1,"array([3.08219663, 1.66756773])"
1472,Agriotes insanus,Elateridae,Coleoptera,1,"array([3.51859318, 1.90679924])"
1473,Agrothereutes limatus,Ichneumonidae,Hymenoptera,1,"array([3.13364137, 1.70034343])"
1474,Allognosta fuscitarsis,Stratiomyidae,Diptera,1,"array([3.19320309, 1.66247659])"
1475,Anomoea laticlavia,Chrysomelidae,Coleoptera,1,"array([3.44513188, 1.93246971])"
1476,Araba tergata,Tachinidae,Diptera,1,"array([3.36675385, 2.01492862])"
1477,Attagenus piceus,Dermestidae,Coleoptera,1,"array([3.56536403, 1.48903321])"
1478,Baccha aurinota,Syrphidae,Diptera,1,"array([4.04773293, 1.64977298])"
1479,Brachycoma intermedia,Tachinidae,Diptera,1,"array([3.11844697, 1.86633584])"
1480,Callimoxys fuscipennis,Cerambycidae,Coleoptera,1,"array([3.22325539, 1.95608466])"
1481,Callimoxys sanguinicollis,Cerambycidae,Coleoptera,1,"array([3.83983111, 1.74931131])"
1482,Calopteron reticulatum,Lampyridae,Coleoptera,1,"array([3.27998482, 1.76132957])"
1483,Cardiochiles tibiator,Braconidae,Hymenoptera,1,"array([3.0155313 , 1.62255857])"
1484,Caropophilus brachypterus,Nitidulidae,Coleoptera,1,"array([3.37393312, 1.84636915])"
1485,Ceratomyiella conica,Tachinidae,Diptera,1,"array([3.73719072, 1.68986144])"
1486,Chaetoplagia analis,Tachinidae,Diptera,1,"array([3.17643252, 1.74225799])"
1487,Chauliognathus marginatus,Lampyridae,Coleoptera,1,"array([3.0041847 , 1.75489136])"
1488,Colletes brevicornis,Colletidae,Hymenoptera,1,"array([3.49058116, 0.54102004])"
1489,Colpognathus helvus,Ichneumonidae,Hymenoptera,1,"array([3.96137884, 1.71253589])"
1490,Cryptus rufoannulatus,Ichneumonidae,Hymenoptera,1,"array([3.46886617, 1.99807654])"
1491,Eiphosoma texana,Ichneumonidae,Hymenoptera,1,"array([3.18086694, 1.89757382])"
1492,Eumyotheria illinoensis,Tachinidae,Diptera,1,"array([3.07797248, 1.60148669])"
1493,Euphorus mellipes,Braconidae,Hymenoptera,1,"array([3.31743612, 1.81289621])"
1494,Exorista nigripalpis,Tachinidae,Diptera,1,"array([3.39236902, 1.95890935])"
1495,Frontina aletiae,Tachinidae,Diptera,1,"array([3.1755046 , 1.39579967])"
1496,Glypta simplicipes,Ichneumonidae,Hymenoptera,1,"array([3.52214456, 1.96601497])"
1497,Habrobracon gelechiae,Braconidae,Hymenoptera,1,"array([2.96138055, 1.66624075])"
1498,Hemiteles gracilariae,Ichneumonidae,Hymenoptera,1,"array([3.30654452, 1.87056406])"
1499,Hyptia reticulata,Evaniidae,Hymenoptera,1,"array([3.22298314, 1.78459268])"
1500,Ichneumon succinctus,Ichneumonidae,Hymenoptera,1,"array([3.25511899, 1.90355247])"
1501,Meromyza americana,Oscinidae,Diptera,1,"array([3.40532939, 1.36937019])"
1502,Mordella 8-punctata,Mordellidae,Coleoptera,1,"array([3.18208266, 0.88727972])"
1503,Nothus varians,Melandryidae,Coleoptera,1,"array([3.42513718, 1.87492679])"
1504,Pachyneuron mesograptae,Chalcididae,Hymenoptera,1,"array([3.02290355, 1.69069216])"
1505,Perilampus platygaster,Chalcididae,Hymenoptera,1,"array([3.16305195, 1.18953651])"
1506,Podabrus rugulosus,Lampyridae,Coleoptera,1,"array([2.97847883, 1.51137935])"
1507,Pompiloides divisus,Pompilidae,Hymenoptera,1,"array([3.06926565, 1.81163022])"
1508,Proclitus mellipes,Ichneumonidae,Hymenoptera,1,"array([2.95248561, 1.5842223 ])"
1509,Pyractomena angulata,Lampyridae,Coleoptera,1,"array([3.17501106, 1.82625345])"
1510,Sarcophaga alcedo,Sarcophagidae,Diptera,1,"array([3.29979161, 1.96792375])"
1511,Sarcophaga haemorrhoidalis,Sarcophagidae,Diptera,1,"array([3.08119276, 1.33116243])"
1512,Sesia pictipes,Sesiidae,Lepidoptera,1,"array([3.24400974, 1.83933868])"
1513,Sturmia inquinata,Tachinidae,Diptera,1,"array([3.66625425, 1.93675545])"
